Store,DayOfWeek,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,Week,Quarter,DayName,Lag_1,Lag_7,Rolling_Mean_7,Rolling_STD_7,IsWeekend,Month_Start,Month_End,Sales
3,1,994,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,19,4,1,1,0.0,9169.0,6798.0,4172.830574082778,0,0,0,10672
3,2,821,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,20,4,1,5,10672.0,5825.0,6620.857142857143,4246.686411331839,0,0,0,4585
3,3,764,1,1,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,21,4,1,6,4585.0,7052.0,6711.285714285715,4264.1010664338055,0,0,0,7685
3,4,675,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,22,4,1,4,7685.0,8630.0,6097.0,4251.332653807903,0,0,0,4330
3,5,663,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,23,4,1,0,4330.0,12019.0,5179.714285714285,3359.861143672744,0,0,0,5598
3,6,728,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,24,4,1,2,5598.0,3388.0,5807.571428571428,3379.8280457809733,1,0,0,7783
3,7,0,0,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,25,4,1,3,7783.0,0.0,5807.571428571428,3379.8280457809733,1,0,0,0
3,1,346,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,26,5,1,1,0.0,10672.0,4923.428571428572,2619.137571615442,0,0,0,4483
3,2,318,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,27,5,1,5,4483.0,4585.0,4792.0,2661.6875599263494,0,0,0,3665
3,3,1046,1,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,28,5,1,6,3665.0,7685.0,4822.428571428572,2701.1969480918956,0,0,0,7898
3,4,870,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,29,5,1,4,7898.0,4330.0,5380.0,2971.8709034321596,0,0,0,8233
3,5,437,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,30,5,1,0,8233.0,5598.0,5031.142857142857,3083.257013212461,0,0,0,3156
3,6,445,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,1,31,5,1,2,3156.0,7783.0,4640.285714285715,2840.0995120057423,1,0,1,5047
3,7,0,0,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,1,5,1,3,5047.0,0.0,4640.285714285715,2840.0995120057423,1,1,0,0
3,1,529,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,2,6,1,1,0.0,4483.0,4775.428571428572,2853.841788253331,0,0,0,5429
3,2,459,1,1,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,3,6,1,5,5429.0,3665.0,5169.142857142857,2865.2008323194073,0,0,0,6421
3,3,352,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,4,6,1,6,6421.0,7898.0,4444.571428571428,2696.4447492419167,0,0,0,2826
3,4,610,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,5,6,1,4,2826.0,8233.0,3960.714285714286,2152.3249223638586,0,0,0,4846
3,5,607,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,6,6,1,0,4846.0,3156.0,4079.5714285714284,2123.2563714840553,0,0,0,3988
3,6,895,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,7,6,1,2,3988.0,5047.0,4105.428571428572,2138.0519059136454,1,0,0,5228
3,7,0,0,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,8,6,1,3,5228.0,0.0,4105.428571428572,2138.0519059136454,1,0,0,0
3,1,952,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,9,7,1,1,0.0,5429.0,4363.142857142857,2414.97207910509,0,0,0,7233
3,2,433,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,10,7,1,5,7233.0,6421.0,4102.857142857143,2248.6719360970587,0,0,0,4599
3,3,737,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,11,7,1,6,4599.0,2826.0,4912.142857142857,2688.8654006582697,0,0,0,8491
3,4,558,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,12,7,1,4,8491.0,4846.0,5050.571428571428,2709.754654154929,0,0,0,5815
3,5,698,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,13,7,1,0,5815.0,3988.0,5585.142857142857,2831.564198375841,0,0,0,7730
3,6,665,1,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,14,7,1,2,7730.0,5228.0,5665.571428571428,2827.7222787456153,1,0,0,5791
3,7,0,0,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,15,7,1,3,5791.0,0.0,5665.571428571428,2827.7222787456153,1,0,0,0
3,1,990,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,16,8,1,1,0.0,7233.0,5965.0,3117.4870756214327,0,0,0,9329
3,2,592,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,17,8,1,5,9329.0,4599.0,6285.0,3068.481546302667,0,0,0,6839
3,3,870,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,18,8,1,6,6839.0,8491.0,6523.714285714285,3323.132945193222,0,0,0,10162
3,4,568,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,19,8,1,4,10162.0,5815.0,6413.714285714285,3363.0069736415817,0,0,0,5045
3,5,325,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,20,8,1,0,5045.0,7730.0,6011.857142857143,3347.536827209496,0,0,0,4917
3,6,870,1,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,21,8,1,2,4917.0,5791.0,6440.0,3502.64338274205,1,0,0,8788
3,7,0,0,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,22,8,1,3,8788.0,0.0,6440.0,3502.64338274205,1,0,0,0
3,1,302,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,23,9,1,1,0.0,9329.0,5471.0,3508.4481849767544,0,0,0,2546
3,2,462,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,24,9,1,5,2546.0,6839.0,5038.571428571428,3498.2649917324693,0,0,0,3812
3,3,827,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,25,9,1,6,3812.0,10162.0,4724.571428571428,3028.9048547367156,0,0,0,7964
3,4,821,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,26,9,1,4,7964.0,5045.0,5302.0,3455.4239971384145,0,0,0,9087
3,5,670,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,27,9,1,0,9087.0,4917.0,5509.0,3471.878886136441,0,0,0,6366
3,6,539,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,2,28,9,1,2,6366.0,8788.0,4931.857142857143,3157.5117011433485,1,0,1,4748
3,7,0,0,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,1,9,1,3,4748.0,0.0,4931.857142857143,3157.5117011433485,1,1,0,0
3,1,437,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,2,10,1,1,0.0,2546.0,5029.142857142857,3081.321492940515,0,0,0,3227
3,2,894,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,3,10,1,5,3227.0,3812.0,5856.142857142857,3454.470312921672,0,0,0,9601
3,3,854,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,4,10,1,6,9601.0,7964.0,5776.571428571428,3403.869506759569,0,0,0,7407
3,4,718,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,5,10,1,4,7407.0,9087.0,5803.428571428572,3434.9425447471895,0,0,0,9275
3,5,774,1,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,6,10,1,0,9275.0,6366.0,6102.571428571428,3580.210927545233,0,0,0,8460
3,6,1099,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,7,10,1,2,8460.0,4748.0,6508.285714285715,3561.995401189514,1,0,0,7588
3,7,0,0,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,8,10,1,3,7588.0,0.0,6508.285714285715,3561.995401189514,1,0,0,0
3,1,1135,1,1,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,9,11,1,1,0.0,3227.0,8086.714285714285,4247.69269581678,0,0,0,14276
3,2,391,1,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,10,11,1,5,14276.0,9601.0,7142.428571428572,4576.914421206455,0,0,0,2991
3,3,731,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,11,11,1,6,2991.0,7407.0,6917.714285714285,4600.314942634751,0,0,0,5834
3,4,826,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,12,11,1,4,5834.0,9275.0,6274.285714285715,4530.102453377324,0,0,0,4771
3,5,358,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,13,11,1,0,4771.0,8460.0,5650.142857142857,4479.462000008911,0,0,0,4091
3,6,736,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,14,11,1,2,4091.0,7588.0,5474.857142857143,4414.529624945769,1,0,0,6361
3,7,0,0,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,15,11,1,3,6361.0,0.0,5474.857142857143,4414.529624945769,1,0,0,0
3,1,1114,1,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,16,12,1,1,0.0,14276.0,4844.428571428572,3053.468839268051,0,0,0,9863
3,2,424,1,1,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,17,12,1,5,9863.0,2991.0,5132.857142857143,2942.558718109773,0,0,0,5010
3,3,718,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,18,12,1,6,5010.0,5834.0,5128.285714285715,2941.3125026245107,0,0,0,5802
3,4,783,1,1,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,19,12,1,4,5802.0,4771.0,5160.571428571428,2937.9755420551596,0,0,0,4997
3,5,746,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,20,12,1,0,4997.0,4091.0,5409.142857142857,2905.8326075080727,0,0,0,5831
3,6,919,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,21,12,1,2,5831.0,6361.0,5271.714285714285,2875.9069128587234,1,0,0,5399
3,7,0,0,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,22,12,1,3,5399.0,0.0,5271.714285714285,2875.9069128587234,1,0,0,0
3,1,404,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,23,13,1,1,0.0,9863.0,4214.571428571428,2183.695557012084,0,0,0,2463
3,2,687,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,24,13,1,5,2463.0,5010.0,4565.714285714285,2506.6624366732344,0,0,0,7468
3,3,0,0,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,25,13,1,6,7468.0,5802.0,3736.8571428571427,2949.815103164464,0,0,0,0
3,4,906,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,26,13,1,4,0.0,4997.0,4234.0,3448.656550020606,0,0,0,8477
3,5,1119,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,27,13,1,0,8477.0,5831.0,4474.428571428572,3632.325740584717,0,0,0,7514
3,6,529,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,28,13,1,2,7514.0,5399.0,4184.428571428572,3627.2391179859715,1,0,0,3369
3,7,0,0,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,29,13,1,3,3369.0,0.0,4184.428571428572,3627.2391179859715,1,0,0,0
3,1,713,1,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,30,14,1,1,0.0,2463.0,4678.142857142857,3588.8792785757646,0,0,0,5919
3,2,981,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,3,31,14,1,5,5919.0,7468.0,4738.571428571428,3646.7774293268353,0,0,1,7891
3,3,340,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,1,14,2,6,7891.0,0.0,5046.285714285715,3249.5396450515764,0,1,0,2154
3,4,425,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,2,14,2,4,2154.0,8477.0,4264.0,2929.3527157604904,0,0,0,3001
3,5,493,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,3,14,2,0,3001.0,7514.0,3645.1428571428573,2563.0053601564136,0,0,0,3182
3,6,360,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,4,14,2,2,3182.0,3369.0,3518.714285714286,2600.451480947479,1,0,0,2484
3,7,0,0,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,5,14,2,3,2484.0,0.0,3518.714285714286,2600.451480947479,1,0,0,0
3,1,765,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,6,15,2,1,0.0,5919.0,3452.714285714286,2534.4024748965858,0,0,0,5457
3,2,688,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,7,15,2,5,5457.0,7891.0,3225.1428571428573,2104.5159719494914,0,0,0,6298
3,3,908,1,0,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,8,15,2,6,6298.0,2154.0,4281.142857142857,3097.6835661814303,0,0,0,9546
3,4,716,1,1,0,0,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,9,15,2,4,9546.0,3001.0,4716.428571428572,3101.896294051051,0,0,0,6048
3,5,320,1,0,0,1,2,1,500.0,5.0,2012.0,1,10.0,2011.0,1,2015,4,10,15,2,0,6048.0,3182.0,4633.571428571428,3156.9722761502003,0,0,0,2602
4,4,905,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,8,2,1,4,10474.0,8120.0,6445.428571428572,3325.110417071031,0,0,0,7246
4,5,775,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,9,2,1,0,7246.0,5262.0,6485.714285714285,3310.05703446762,0,0,0,5544
4,6,1142,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,10,2,1,2,5544.0,6010.0,7241.857142857143,3757.5820873078933,1,0,0,11303
4,7,0,0,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,11,2,1,3,11303.0,0.0,7241.857142857143,3757.5820873078933,1,0,0,0
4,1,1152,1,1,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,12,3,1,1,0.0,8805.0,7495.428571428572,3936.289109349179,0,0,0,10580
4,2,1141,1,1,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,13,3,1,5,10580.0,7321.0,8055.571428571428,4178.841221245544,0,0,0,11242
4,3,385,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,14,3,1,6,11242.0,10474.0,7162.571428571428,4243.307430811601,0,0,0,4223
4,4,766,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,15,3,1,4,4223.0,7246.0,6975.857142857143,4267.709746010203,0,0,0,5939
4,5,372,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,16,3,1,0,5939.0,5544.0,6802.571428571428,4359.184513076685,0,0,0,4331
4,6,810,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,17,3,1,2,4331.0,11303.0,6409.285714285715,3994.410082197608,1,0,0,8550
4,7,0,0,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,18,3,1,3,8550.0,0.0,6409.285714285715,3994.410082197608,1,0,0,0
4,1,1085,1,0,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,19,4,1,1,0.0,10580.0,5950.714285714285,3600.6474285553004,0,0,0,7370
4,2,839,1,0,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,20,4,1,5,7370.0,11242.0,5176.142857142857,2757.0402867671582,0,0,0,5820
4,3,323,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,21,4,1,6,5820.0,4223.0,4836.142857142857,3027.644487527744,0,0,0,1843
4,4,1090,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,22,4,1,4,1843.0,5939.0,5574.428571428572,3857.71265808911,0,0,0,11107
4,5,335,1,0,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,23,4,1,0,11107.0,4331.0,5223.0,4094.6395038716973,0,0,0,1871
4,6,0,0,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,24,4,1,2,1871.0,8550.0,4001.5714285714284,4210.384418598965,1,0,0,0
4,7,0,0,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,25,4,1,3,0.0,0.0,4001.5714285714284,4210.384418598965,1,0,0,0
4,1,711,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,26,5,1,1,0.0,7370.0,3764.5714285714284,4032.093619000053,0,0,0,5711
4,2,754,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,27,5,1,5,5711.0,5820.0,3600.1428571428573,3957.074273945815,0,0,0,4669
4,3,380,1,1,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,28,5,1,6,4669.0,1843.0,3781.5714285714284,3891.656967460126,0,0,0,3113
4,4,714,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,29,5,1,4,3113.0,11107.0,2817.0,2273.9134401584697,0,0,0,4355
4,5,1082,1,0,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,30,5,1,0,4355.0,1871.0,3761.8571428571427,3055.2173097054488,0,0,0,8485
4,6,859,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,1,31,5,1,2,8485.0,0.0,4754.857142857143,2742.3480467518707,1,0,1,6951
4,7,0,0,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,1,5,1,3,6951.0,0.0,4754.857142857143,2742.3480467518707,1,1,0,0
4,1,538,1,0,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,2,6,1,1,0.0,5711.0,4742.428571428572,2737.4853337289214,0,0,0,5624
4,2,435,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,3,6,1,5,5624.0,4669.0,4628.428571428572,2757.594957998898,0,0,0,3871
4,3,532,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,4,6,1,6,3871.0,3113.0,4993.428571428572,2691.888733283927,0,0,0,5668
4,4,1131,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,5,6,1,4,5668.0,4355.0,5616.571428571428,3006.0171244324183,0,0,0,8717
4,5,573,1,1,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,6,6,1,0,8717.0,8485.0,5320.142857142857,2768.976671899531,0,0,0,6410
4,6,432,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,7,6,1,2,6410.0,6951.0,4740.142857142857,2795.521145724079,1,0,0,2891
4,7,0,0,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,8,6,1,3,2891.0,0.0,4740.142857142857,2795.521145724079,1,0,0,0
4,1,594,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,9,7,1,1,0.0,5624.0,5033.428571428572,3003.6489396034526,0,0,0,7677
4,2,737,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,10,7,1,5,7677.0,3871.0,5901.428571428572,3455.657624685584,0,0,0,9947
4,3,1110,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,11,7,1,6,9947.0,5668.0,6171.285714285715,3507.755346575437,0,0,0,7557
4,4,591,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,12,7,1,4,7557.0,8717.0,5927.142857142857,3357.287468010021,0,0,0,7008
4,5,810,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,13,7,1,0,7008.0,6410.0,6594.571428571428,3891.2176696223187,0,0,0,11082
4,6,576,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,14,7,1,2,11082.0,2891.0,6862.0,3651.187843245902,1,0,0,4763
4,7,0,0,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,15,7,1,3,4763.0,0.0,6862.0,3651.187843245902,1,0,0,0
4,1,438,1,1,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,16,8,1,1,0.0,7677.0,6683.142857142857,3635.24072694741,0,0,0,6425
4,2,808,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,17,8,1,5,6425.0,9947.0,5974.428571428572,3366.5375317053795,0,0,0,4986
4,3,524,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,18,8,1,6,4986.0,7557.0,5538.857142857143,3324.6371445403092,0,0,0,4508
4,4,706,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,19,8,1,4,4508.0,7008.0,5438.857142857143,3283.3537949567876,0,0,0,6308
4,5,1124,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,20,8,1,0,6308.0,11082.0,5589.428571428572,3594.6819913655254,0,0,0,12136
4,6,361,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,21,8,1,2,12136.0,4763.0,5236.428571428572,3804.5634816249662,1,0,0,2292
4,7,0,0,0,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,22,8,1,3,2292.0,0.0,5236.428571428572,3804.5634816249662,1,0,0,0
4,1,654,1,0,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,23,9,1,1,0.0,6425.0,5197.285714285715,3791.684617435268,0,0,0,6151
4,2,601,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,24,9,1,5,6151.0,4986.0,5659.285714285715,3955.150343298625,0,0,0,8220
4,3,938,1,1,0,1,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,25,9,1,6,8220.0,4508.0,5911.571428571428,3925.688128941763,0,0,0,6274
4,4,796,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,26,9,1,4,6274.0,6308.0,6312.0,4111.4261515926555,0,0,0,9111
4,5,689,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,27,9,1,0,9111.0,12136.0,5206.571428571428,3230.416993575434,0,0,0,4398
4,6,1000,1,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,2,28,9,1,2,4398.0,2292.0,6215.142857142857,3270.6498043748334,1,0,1,9352
4,7,0,0,0,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,3,1,9,1,3,9352.0,0.0,6215.142857142857,3270.6498043748334,1,1,0,0
4,1,450,1,1,0,0,0,0,1500.0,1.0,2010.0,1,40.0,2011.0,2,2015,3,2,10,1,1,0.0,6151.0,6217.714285714285,3270.5980449190884,0,0,0,6169
